	row number	reason	data
3395	4289	Invalid end date	{'account_no': 4289, 'customer_number': 1346, 'age_group': '50-54', 'state': 'NSW', 'postcode': 2027.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '10/2/20', 'cool_off': '24/2/20', 'billing_start': '20/3/20', 'billing_end': nan}
3396	4290	Invalid end date	{'account_no': 4290, 'customer_number': 8940, 'age_group': '35-39', 'state': 'SA', 'postcode': 5051.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '24/8/20', 'cool_off': '8/9/20', 'billing_start': '11/9/20', 'billing_end': nan}
3397	4291	Invalid end date	{'account_no': 4291, 'customer_number': 8214, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3717.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '6/11/20', 'cool_off': '20/11/20', 'billing_start': '19/11/20', 'billing_end': nan}
3398	4293	Invalid end date	{'account_no': 4293, 'customer_number': 12748, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3850.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '24/8/20', 'cool_off': '8/9/20', 'billing_start': '7/9/20', 'billing_end': nan}
3399	4295	Invalid end date	{'account_no': 4295, 'customer_number': 841, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3182.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '24/7/20', 'cool_off': '7/8/20', 'billing_start': '7/8/20', 'billing_end': nan}
3400	4296	Invalid end date	{'account_no': 4296, 'customer_number': 468, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3550.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '2/12/20', 'cool_off': '16/12/20', 'billing_start': '16/12/20', 'billing_end': nan}
3401	4297	Invalid start date	{'account_no': 4297, 'customer_number': 14651, 'age_group': '30-34', 'state': 'NSW', 'postcode': 2040.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '1/7/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '8/7/21'}
3402	4298	Invalid end date	{'account_no': 4298, 'customer_number': 8540, 'age_group': '35-39', 'state': 'NSW', 'postcode': 2035.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '16/8/21', 'cool_off': nan, 'billing_start': '20/8/21', 'billing_end': nan}
3403	4299	Invalid end date	{'account_no': 4299, 'customer_number': 3093, 'age_group': '>69', 'state': 'NSW', 'postcode': 2300.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '21/9/20', 'cool_off': '6/10/20', 'billing_start': '7/10/20', 'billing_end': nan}
3404	4300	Invalid end date	{'account_no': 4300, 'customer_number': 17521, 'age_group': '50-54', 'state': 'VIC', 'postcode': 3825.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '27/4/21', 'cool_off': '11/5/21', 'billing_start': '10/5/21', 'billing_end': nan}
3405	4301	Invalid end date	{'account_no': 4301, 'customer_number': 6695, 'age_group': '25-29', 'state': 'NSW', 'postcode': 2153.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '12/9/20', 'cool_off': '25/9/20', 'billing_start': '19/11/20', 'billing_end': nan}
3406	4302	Invalid end date	{'account_no': 4302, 'customer_number': 1914, 'age_group': '40-44', 'state': 'NSW', 'postcode': 2800.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '2/12/20', 'cool_off': '16/12/20', 'billing_start': '8/2/21', 'billing_end': nan}
3407	4303	Invalid end date	{'account_no': 4303, 'customer_number': 8883, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3230.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '1/3/21', 'cool_off': '16/3/21', 'billing_start': '16/3/21', 'billing_end': nan}
3408	4304	Invalid end date	{'account_no': 4304, 'customer_number': 13250, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3144.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '24/6/20', 'cool_off': '9/7/20', 'billing_start': '8/7/20', 'billing_end': nan}
3409	4305	Invalid end date	{'account_no': 4305, 'customer_number': 7361, 'age_group': '40-44', 'state': 'VIC', 'postcode': 3941.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '10/11/20', 'cool_off': '24/11/20', 'billing_start': '23/11/20', 'billing_end': nan}
3410	4306	Invalid end date	{'account_no': 4306, 'customer_number': 3599, 'age_group': '45-49', 'state': 'SA', 'postcode': 5041.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Billing', 'green_power': 100, 'sale_date': '10/12/19', 'cool_off': nan, 'billing_start': '30/1/20', 'billing_end': nan}
3411	4307	Invalid end date	{'account_no': 4307, 'customer_number': 8193, 'age_group': '40-44', 'state': 'NSW', 'postcode': 2094.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Billing', 'green_power': 100, 'sale_date': '28/4/21', 'cool_off': '13/5/21', 'billing_start': '18/5/21', 'billing_end': nan}
3412	4308	Invalid end date	{'account_no': 4308, 'customer_number': 3640, 'age_group': '40-44', 'state': 'VIC', 'postcode': 3206.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 100, 'sale_date': '14/11/19', 'cool_off': nan, 'billing_start': '13/2/20', 'billing_end': nan}
3413	4309	Invalid end date	{'account_no': 4309, 'customer_number': 2811, 'age_group': '30-34', 'state': 'NSW', 'postcode': 2050.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '18/3/21', 'cool_off': nan, 'billing_start': '24/3/21', 'billing_end': nan}
3414	4310	Invalid end date	{'account_no': 4310, 'customer_number': 9318, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3188.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '12/6/21', 'cool_off': '28/6/21', 'billing_start': '29/6/21', 'billing_end': nan}
3415	4311	Invalid end date	{'account_no': 4311, 'customer_number': 17639, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3040.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '19/7/21', 'cool_off': '2/8/21', 'billing_start': '4/8/21', 'billing_end': nan}
3416	4312	Invalid end date	{'account_no': 4312, 'customer_number': 13253, 'age_group': '65-69', 'state': 'VIC', 'postcode': 3169.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '21/7/21', 'cool_off': '4/8/21', 'billing_start': '5/8/21', 'billing_end': nan}
3417	4313	Invalid end date	{'account_no': 4313, 'customer_number': 2653, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3171.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '20/1/21', 'cool_off': '4/2/21', 'billing_start': '3/2/21', 'billing_end': nan}
3418	4314	Invalid end date	{'account_no': 4314, 'customer_number': 1697, 'age_group': '40-44', 'state': 'SA', 'postcode': 5064.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '18/2/21', 'cool_off': '4/3/21', 'billing_start': '5/3/21', 'billing_end': nan}
3419	4315	Invalid end date	{'account_no': 4315, 'customer_number': 2377, 'age_group': '40-44', 'state': 'VIC', 'postcode': 3204.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '7/4/21', 'cool_off': '21/4/21', 'billing_start': '20/4/21', 'billing_end': nan}
3420	4316	Invalid end date	{'account_no': 4316, 'customer_number': 13974, 'age_group': '50-54', 'state': 'VIC', 'postcode': 3122.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '2/2/21', 'cool_off': '16/2/21', 'billing_start': '16/2/21', 'billing_end': nan}
3421	4317	Invalid end date	{'account_no': 4317, 'customer_number': 277, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3193.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '22/11/19', 'cool_off': nan, 'billing_start': '9/12/19', 'billing_end': nan}
3422	4318	Invalid end date	{'account_no': 4318, 'customer_number': 550, 'age_group': '35-39', 'state': 'NSW', 'postcode': 2620.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '30/3/21', 'cool_off': '15/4/21', 'billing_start': '7/5/21', 'billing_end': nan}
3423	4319	Invalid end date	{'account_no': 4319, 'customer_number': 7729, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3094.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '7/4/20', 'cool_off': '27/4/20', 'billing_start': '28/4/20', 'billing_end': nan}
3424	4320	Invalid end date	{'account_no': 4320, 'customer_number': 5285, 'age_group': '50-54', 'state': 'VIC', 'postcode': 3016.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '27/2/20', 'cool_off': '17/3/20', 'billing_start': '18/3/20', 'billing_end': nan}
3425	4321	Invalid end date	{'account_no': 4321, 'customer_number': 2745, 'age_group': '60-64', 'state': 'VIC', 'postcode': 3015.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '16/1/21', 'cool_off': '1/2/21', 'billing_start': '1/2/21', 'billing_end': nan}
3426	4322	Invalid start date	{'account_no': 4322, 'customer_number': 2745, 'age_group': '60-64', 'state': 'VIC', 'postcode': 3015.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '26/1/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '26/1/21'}
3427	4323	Invalid end date	{'account_no': 4323, 'customer_number': 1214, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3181.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '25/3/20', 'cool_off': '9/4/20', 'billing_start': '14/4/20', 'billing_end': nan}
3428	4324	Invalid site type	{'account_no': 4324, 'customer_number': 6123, 'age_group': '25-29', 'state': 'QLD', 'postcode': 4300.0, 'site_type': nan, 'meter_type': 'Smart', 'billing_status': 'Closed', 'green_power': 0, 'sale_date': '6/1/21', 'cool_off': '20/1/21', 'billing_start': '21/1/21', 'billing_end': '19/4/21'}
3429	4325	Invalid end date	{'account_no': 4325, 'customer_number': 10079, 'age_group': '45-49', 'state': 'SA', 'postcode': 5034.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '2/1/21', 'cool_off': nan, 'billing_start': '1/2/21', 'billing_end': nan}
3430	4326	Invalid end date	{'account_no': 4326, 'customer_number': 7873, 'age_group': '50-54', 'state': 'VIC', 'postcode': 3189.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 100, 'sale_date': '6/6/20', 'cool_off': '22/6/20', 'billing_start': '25/6/20', 'billing_end': nan}
3431	4328	Invalid end date	{'account_no': 4328, 'customer_number': 3437, 'age_group': '40-44', 'state': 'SA', 'postcode': 5125.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '22/12/20', 'cool_off': nan, 'billing_start': '24/12/20', 'billing_end': nan}
3432	4329	Invalid end date	{'account_no': 4329, 'customer_number': 389, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3144.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '10/3/21', 'cool_off': '24/3/21', 'billing_start': '7/4/21', 'billing_end': nan}
3433	4330	Invalid end date	{'account_no': 4330, 'customer_number': 8456, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3011.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '6/4/21', 'cool_off': '20/4/21', 'billing_start': '24/4/21', 'billing_end': nan}
3434	4331	Invalid end date	{'account_no': 4331, 'customer_number': 15548, 'age_group': '40-44', 'state': 'QLD', 'postcode': 4114.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '24/3/21', 'cool_off': '12/4/21', 'billing_start': '15/4/21', 'billing_end': nan}
3435	4332	Invalid start date	{'account_no': 4332, 'customer_number': 10366, 'age_group': '<25', 'state': 'ACT', 'postcode': 2602.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '16/6/21', 'cool_off': '1/7/21', 'billing_start': nan, 'billing_end': '1/7/21'}
3436	4333	Invalid start date&Invalid end date	{'account_no': 4333, 'customer_number': 5789, 'age_group': '25-29', 'state': 'SA', 'postcode': 5540.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '21/5/20', 'cool_off': '4/6/20', 'billing_start': nan, 'billing_end': nan}
3437	4334	Invalid end date	{'account_no': 4334, 'customer_number': 7888, 'age_group': '45-49', 'state': 'NSW', 'postcode': 2069.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '7/10/20', 'cool_off': '22/10/20', 'billing_start': '22/10/20', 'billing_end': nan}
3438	4337	Invalid end date	{'account_no': 4337, 'customer_number': 3038, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3793.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '16/11/20', 'cool_off': '30/11/20', 'billing_start': '29/11/20', 'billing_end': nan}
3439	4338	Invalid end date	{'account_no': 4338, 'customer_number': 6231, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3199.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '8/2/21', 'cool_off': nan, 'billing_start': '9/2/21', 'billing_end': nan}
3440	4339	Invalid end date	{'account_no': 4339, 'customer_number': 13200, 'age_group': '40-44', 'state': 'VIC', 'postcode': 3150.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '21/7/20', 'cool_off': '4/8/20', 'billing_start': '3/8/20', 'billing_end': nan}
3441	4340	Invalid end date	{'account_no': 4340, 'customer_number': 12888, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3752.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '17/6/21', 'cool_off': nan, 'billing_start': '23/6/21', 'billing_end': nan}
3442	4341	Invalid end date	{'account_no': 4341, 'customer_number': 3703, 'age_group': '40-44', 'state': 'NSW', 'postcode': 2066.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '8/7/21', 'cool_off': '22/7/21', 'billing_start': '17/8/21', 'billing_end': nan}
3443	4342	Invalid end date	{'account_no': 4342, 'customer_number': 3212, 'age_group': '45-49', 'state': 'QLD', 'postcode': 4101.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '30/4/20', 'cool_off': '14/5/20', 'billing_start': '15/5/20', 'billing_end': nan}
3444	4346	Invalid start date	{'account_no': 4346, 'customer_number': 6223, 'age_group': '35-39', 'state': 'NSW', 'postcode': 2170.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '15/4/21', 'cool_off': '29/4/21', 'billing_start': nan, 'billing_end': '29/4/21'}
3445	4349	Invalid end date	{'account_no': 4349, 'customer_number': 10211, 'age_group': '50-54', 'state': 'VIC', 'postcode': 3000.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '13/1/21', 'cool_off': '29/1/21', 'billing_start': '1/2/21', 'billing_end': nan}
3446	4350	Invalid end date	{'account_no': 4350, 'customer_number': 12567, 'age_group': '60-64', 'state': 'VIC', 'postcode': 3141.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '27/10/20', 'cool_off': '12/11/20', 'billing_start': '12/11/20', 'billing_end': nan}
3447	4351	Invalid end date	{'account_no': 4351, 'customer_number': 1766, 'age_group': '25-29', 'state': 'VIC', 'postcode': 3162.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '24/6/21', 'cool_off': nan, 'billing_start': '25/6/21', 'billing_end': nan}
3448	4352	Invalid end date	{'account_no': 4352, 'customer_number': 14428, 'age_group': '35-39', 'state': 'NSW', 'postcode': 2620.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '26/7/21', 'cool_off': nan, 'billing_start': '1/9/21', 'billing_end': nan}
3449	4353	Invalid end date	{'account_no': 4353, 'customer_number': 17332, 'age_group': '65-69', 'state': 'NSW', 'postcode': 2117.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '12/10/20', 'cool_off': '26/10/20', 'billing_start': '27/10/20', 'billing_end': nan}
3450	4355	Invalid end date	{'account_no': 4355, 'customer_number': 4318, 'age_group': '25-29', 'state': 'VIC', 'postcode': 3024.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '17/9/21', 'cool_off': nan, 'billing_start': '21/9/21', 'billing_end': nan}
3451	4356	Invalid end date	{'account_no': 4356, 'customer_number': 5477, 'age_group': '60-64', 'state': 'QLD', 'postcode': 4570.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '25/5/20', 'cool_off': '8/6/20', 'billing_start': '11/6/20', 'billing_end': nan}
3452	4360	Invalid start date	{'account_no': 4360, 'customer_number': 5060, 'age_group': '50-54', 'state': 'QLD', 'postcode': 4109.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '21/4/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '21/4/21'}
3453	4363	Invalid end date	{'account_no': 4363, 'customer_number': 16768, 'age_group': '55-59', 'state': 'NSW', 'postcode': 2194.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '5/8/21', 'cool_off': '19/8/21', 'billing_start': '20/8/21', 'billing_end': nan}
3454	4364	Invalid start date	{'account_no': 4364, 'customer_number': 3101, 'age_group': '45-49', 'state': 'NSW', 'postcode': 2750.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '28/6/21', 'cool_off': '12/7/21', 'billing_start': nan, 'billing_end': '6/7/21'}
3455	4365	Invalid end date	{'account_no': 4365, 'customer_number': 1503, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3280.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '18/8/21', 'cool_off': '1/9/21', 'billing_start': '3/9/21', 'billing_end': nan}
3456	4367	Invalid end date	{'account_no': 4367, 'customer_number': 13162, 'age_group': '40-44', 'state': 'VIC', 'postcode': 3071.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '22/11/20', 'cool_off': '4/12/20', 'billing_start': '4/12/20', 'billing_end': nan}
3457	4368	Invalid end date	{'account_no': 4368, 'customer_number': 16783, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3151.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '6/11/20', 'cool_off': '20/11/20', 'billing_start': '19/11/20', 'billing_end': nan}
3458	4370	Invalid end date	{'account_no': 4370, 'customer_number': 9531, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3071.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '16/10/20', 'cool_off': '2/11/20', 'billing_start': '2/11/20', 'billing_end': nan}
3459	4372	Invalid end date	{'account_no': 4372, 'customer_number': 4200, 'age_group': '25-29', 'state': 'VIC', 'postcode': 3217.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '4/8/20', 'cool_off': '18/8/20', 'billing_start': '21/8/20', 'billing_end': nan}
3460	4373	Invalid end date	{'account_no': 4373, 'customer_number': 16026, 'age_group': '30-34', 'state': 'NSW', 'postcode': 2444.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '4/8/21', 'cool_off': '18/8/21', 'billing_start': '19/8/21', 'billing_end': nan}
3461	4374	Invalid start date&Invalid end date	{'account_no': 4374, 'customer_number': 15953, 'age_group': '25-29', 'state': 'VIC', 'postcode': 3978.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '13/7/20', 'cool_off': '27/7/20', 'billing_start': nan, 'billing_end': nan}
3462	4379	Invalid end date	{'account_no': 4379, 'customer_number': 5683, 'age_group': '60-64', 'state': 'VIC', 'postcode': 3461.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '20/4/21', 'cool_off': '5/5/21', 'billing_start': '5/5/21', 'billing_end': nan}
3463	4380	Invalid end date	{'account_no': 4380, 'customer_number': 12981, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3174.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '17/11/20', 'cool_off': '1/12/20', 'billing_start': '19/11/20', 'billing_end': nan}
3464	4381	Invalid start date&Invalid end date	{'account_no': 4381, 'customer_number': 12981, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3174.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '8/11/20', 'cool_off': '20/11/20', 'billing_start': nan, 'billing_end': nan}
3465	4382	Invalid end date	{'account_no': 4382, 'customer_number': 15413, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3930.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '12/6/21', 'cool_off': nan, 'billing_start': '22/6/21', 'billing_end': nan}
3466	4383	Invalid end date	{'account_no': 4383, 'customer_number': 9612, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3051.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 100, 'sale_date': '20/4/20', 'cool_off': '4/5/20', 'billing_start': '6/5/20', 'billing_end': nan}
3467	4384	Invalid start date	{'account_no': 4384, 'customer_number': 14877, 'age_group': '35-39', 'state': 'NSW', 'postcode': 2066.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '25/7/21', 'cool_off': '6/8/21', 'billing_start': nan, 'billing_end': '4/8/21'}
3468	4385	Invalid start date	{'account_no': 4385, 'customer_number': 6545, 'age_group': '45-49', 'state': 'QLD', 'postcode': 4020.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '18/8/21', 'cool_off': '1/9/21', 'billing_start': nan, 'billing_end': '4/10/21'}
3469	4386	Invalid end date	{'account_no': 4386, 'customer_number': 16609, 'age_group': '55-59', 'state': 'SA', 'postcode': 5108.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '18/9/21', 'cool_off': '1/10/21', 'billing_start': '2/10/21', 'billing_end': nan}
3470	4389	Invalid end date	{'account_no': 4389, 'customer_number': 8387, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3763.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '6/11/20', 'cool_off': '20/11/20', 'billing_start': '19/11/20', 'billing_end': nan}
3471	4390	Invalid end date	{'account_no': 4390, 'customer_number': 1602, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3155.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '8/3/21', 'cool_off': '22/3/21', 'billing_start': '21/3/21', 'billing_end': nan}
3472	4392	Invalid end date	{'account_no': 4392, 'customer_number': 4643, 'age_group': '50-54', 'state': 'VIC', 'postcode': 3122.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '1/9/20', 'cool_off': '15/9/20', 'billing_start': '15/9/20', 'billing_end': nan}
3473	4393	Invalid start date	{'account_no': 4393, 'customer_number': 10413, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3145.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '22/6/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '29/6/21'}
3474	4394	Invalid end date	{'account_no': 4394, 'customer_number': 12487, 'age_group': '40-44', 'state': 'NSW', 'postcode': 2046.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '22/6/21', 'cool_off': nan, 'billing_start': '23/6/21', 'billing_end': nan}
3475	4395	Invalid end date	{'account_no': 4395, 'customer_number': 17276, 'age_group': '55-59', 'state': 'NSW', 'postcode': 2066.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '27/2/21', 'cool_off': '12/3/21', 'billing_start': '25/3/21', 'billing_end': nan}
